league,year,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda_coef,ppda_att,ppda_def,oppda_coef,oppda_att,oppda_def,team,xG_diff,xGA_diff,xpts_diff
Bundesliga,2019,h,1.56293,2.15228,1.56293,2.15228,5,7,1,0,0.9349999999999999,w,2020-06-05 18:30:00,1,0,0,3,-0.5893500000000003,15.608695652173912,359,23,8.416666666666666,202,24,Freiburg,0.5629299999999999,2.15228,-2.065
Bundesliga,2019,a,2.09345,2.48484,2.09345,1.72707,4,11,2,2,1.1568,d,2020-06-13 13:30:00,0,1,0,1,0.3663799999999997,8.842105263157896,168,19,11.05,221,20,Freiburg,0.09344999999999981,0.48484000000000016,0.15680000000000005
Bundesliga,2019,h,1.80838,1.43031,1.80838,0.672611,12,5,2,1,1.6305,w,2020-06-16 18:30:00,1,0,0,3,1.1357690000000003,21.416666666666668,257,12,16.5,231,14,Freiburg,-0.1916199999999999,0.43030999999999997,-1.3695
Bundesliga,2019,a,1.42671,2.14695,1.42671,2.14695,5,16,1,3,0.8351000000000001,l,2020-06-20 13:30:00,0,0,1,0,-0.72024,18.736842105263158,356,19,10.869565217391305,250,23,Freiburg,0.4267099999999999,-0.8530500000000001,0.8351000000000001
Bundesliga,2019,h,1.88174,0.651918,1.88174,0.651918,10,7,4,0,2.3094,w,2020-06-27 13:30:00,1,0,0,3,1.229822,11.529411764705882,196,17,16.789473684210527,319,19,Freiburg,-2.1182600000000003,0.651918,-0.6905999999999999
Bundesliga,2019,a,3.93387,0.782907,3.93387,0.782907,12,2,4,0,2.8867999999999996,w,2019-08-18 17:00:00,1,0,0,3,3.150963,8.227272727272727,181,22,15.76923076923077,410,26,RasenBallsport Leipzig,-0.0661299999999998,0.782907,-0.11320000000000041
Bundesliga,2019,h,1.77604,0.935237,1.77604,0.935237,2,4,2,1,2.072,w,2019-08-25 14:30:00,1,0,0,3,0.8408030000000001,13.863636363636363,305,22,9.296296296296296,251,27,RasenBallsport Leipzig,-0.22395999999999994,-0.06476300000000001,-0.9279999999999999
Bundesliga,2019,a,3.13131,1.4586,3.13131,1.4586,7,4,3,1,2.4716,w,2019-08-30 19:30:00,1,0,0,3,1.6727100000000001,8.166666666666666,294,36,8.285714285714286,290,35,RasenBallsport Leipzig,0.13131000000000004,0.4585999999999999,-0.5284
Bundesliga,2019,h,1.65427,1.6704,0.896496,1.6704,7,10,1,1,1.3633000000000002,d,2019-09-14 16:30:00,0,1,0,1,-0.7739040000000001,17.178571428571427,481,28,9.142857142857142,192,21,RasenBallsport Leipzig,0.6542699999999999,0.6704000000000001,0.3633000000000002
Bundesliga,2019,a,1.72557,0.583174,1.72557,0.583174,8,9,3,0,2.2828999999999997,w,2019-09-21 16:30:00,1,0,0,3,1.1423960000000002,9.785714285714286,274,28,13.952380952380953,293,21,RasenBallsport Leipzig,-1.27443,0.583174,-0.7171000000000003
Bundesliga,2019,h,1.2781,2.64689,1.2781,1.88912,13,10,1,3,0.4762,l,2019-09-28 13:30:00,0,0,1,0,-0.6110199999999999,6.36,159,25,9.606060606060606,317,33,RasenBallsport Leipzig,0.2781,-0.35311000000000003,0.4762
Bundesliga,2019,a,2.45811,1.6617,2.45811,1.6617,3,9,1,1,1.9665,d,2019-10-05 14:30:00,0,1,0,1,0.7964100000000001,16.9,507,30,7.814814814814815,211,27,RasenBallsport Leipzig,1.45811,0.6617,0.9664999999999999
Bundesliga,2019,h,1.35769,1.69441,1.35769,1.69441,6,6,1,1,1.0785,d,2019-10-19 14:30:00,0,1,0,1,-0.3367199999999999,7.068965517241379,205,29,10.115384615384615,263,26,RasenBallsport Leipzig,0.35769000000000006,0.69441,0.07850000000000001
Bundesliga,2019,a,2.55936,1.77638,2.55936,1.77638,8,3,1,2,1.9501,l,2019-10-26 14:30:00,0,0,1,0,0.7829799999999998,11.523809523809524,242,21,12.958333333333334,311,24,RasenBallsport Leipzig,1.5593599999999999,-0.22361999999999993,1.9501
Bundesliga,2019,h,3.95826,0.85545,3.95826,0.85545,11,4,8,0,2.8805,w,2019-11-02 14:30:00,1,0,0,3,3.10281,8.153846153846153,212,26,23.63157894736842,449,19,RasenBallsport Leipzig,-4.04174,0.85545,-0.11949999999999994
Bundesliga,2019,a,1.93927,0.46433,1.18157,0.46433,9,2,4,2,2.6338,w,2019-11-09 14:30:00,1,0,0,3,0.71724,7.068965517241379,205,29,16.130434782608695,371,23,RasenBallsport Leipzig,-2.06073,-1.53567,-0.3662000000000001
Bundesliga,2019,h,2.57218,0.886616,1.81441,0.886616,22,3,4,1,2.5181,w,2019-11-23 17:30:00,1,0,0,3,0.9277940000000001,9.833333333333334,177,18,30.071428571428573,421,14,RasenBallsport Leipzig,-1.42782,-0.11338400000000004,-0.4819
Bundesliga,2019,a,1.79269,1.55563,1.79269,1.55563,10,4,3,2,1.5251000000000001,w,2019-11-30 14:30:00,1,0,0,3,0.23705999999999983,8.297297297297296,307,37,9.193548387096774,285,31,RasenBallsport Leipzig,-1.20731,-0.44436999999999993,-1.4748999999999999
Bundesliga,2019,h,3.5887,1.28019,2.83093,1.28019,5,8,3,1,2.6791,w,2019-12-07 14:30:00,1,0,0,3,1.55074,10.578947368421053,402,38,9.875,237,24,RasenBallsport Leipzig,0.5886999999999998,0.28018999999999994,-0.32089999999999996
Bundesliga,2019,a,3.98532,0.263544,3.22755,0.263544,10,0,3,0,2.9701,w,2019-12-14 17:30:00,1,0,0,3,2.964006,9.368421052631579,178,19,65.85714285714286,461,7,RasenBallsport Leipzig,0.9853200000000002,0.263544,-0.029900000000000038
Bundesliga,2019,a,2.90735,1.89658,2.90735,1.89658,5,10,3,3,2.0951,d,2019-12-17 19:30:00,0,1,0,1,1.0107700000000002,15.11111111111111,408,27,10.884615384615385,283,26,RasenBallsport Leipzig,-0.0926499999999999,-1.10342,1.0951
Bundesliga,2019,h,3.84524,0.598351,3.84524,0.598351,10,1,3,1,2.9351,w,2019-12-21 14:30:00,1,0,0,3,3.246889,4.318181818181818,95,22,11.166666666666666,335,30,RasenBallsport Leipzig,0.84524,-0.40164900000000003,-0.06490000000000018
Bundesliga,2019,h,1.34573,1.02267,1.34573,1.02267,12,5,3,1,1.6139999999999999,w,2020-01-18 17:30:00,1,0,0,3,0.3230600000000001,8.823529411764707,150,17,13.807692307692308,359,26,RasenBallsport Leipzig,-1.65427,0.022669999999999968,-1.3860000000000001
Bundesliga,2019,a,1.42745,1.30274,1.42745,1.30274,8,2,0,2,1.4368,l,2020-01-25 14:30:00,0,0,1,0,0.1247100000000001,10.285714285714286,144,14,11.571428571428571,324,28,RasenBallsport Leipzig,1.42745,-0.69726,1.4368
Bundesliga,2019,h,1.29026,0.973355,1.29026,0.973355,13,4,2,2,1.6163000000000003,d,2020-02-01 17:30:00,0,1,0,1,0.316905,8.166666666666666,196,24,16.136363636363637,355,22,RasenBallsport Leipzig,-0.70974,-1.026645,0.6163000000000003
Bundesliga,2019,a,1.76051,1.0745,1.76051,1.0745,5,6,0,0,1.9531999999999998,d,2020-02-09 17:00:00,0,1,0,1,0.68601,16.185185185185187,437,27,8.15,163,20,RasenBallsport Leipzig,1.76051,1.0745,0.9531999999999998
Bundesliga,2019,h,2.22403,0.206913,2.22403,0.206913,5,1,3,0,2.8607,w,2020-02-15 14:30:00,1,0,0,3,2.017117,13.32,333,25,13.185185185185185,356,27,RasenBallsport Leipzig,-0.77597,0.206913,-0.13929999999999998
Bundesliga,2019,a,3.12937,0.289302,3.12937,0.289302,5,2,5,0,2.8877,w,2020-02-22 17:30:00,1,0,0,3,2.840068,9.25,333,36,5.775,231,40,RasenBallsport Leipzig,-1.8706299999999998,0.289302,-0.11229999999999984
Bundesliga,2019,h,0.934157,1.16579,0.934157,1.16579,10,4,1,1,1.1495000000000002,d,2020-03-01 14:30:00,0,1,0,1,-0.2316330000000001,14.6875,470,32,11.238095238095237,236,21,RasenBallsport Leipzig,-0.06584299999999998,0.1657900000000001,0.1495000000000002
Bundesliga,2019,a,1.08959,0.597206,1.08959,0.597206,8,2,0,0,1.7761999999999998,d,2020-03-07 14:30:00,0,1,0,1,0.49238400000000004,9.571428571428571,201,21,13.038461538461538,339,26,RasenBallsport Leipzig,1.08959,0.597206,0.7761999999999998
Bundesliga,2019,h,1.91915,0.334381,1.91915,0.334381,18,3,1,1,2.5226999999999995,d,2020-05-16 13:30:00,0,1,0,1,1.5847689999999999,10.555555555555555,190,18,24.4,366,15,RasenBallsport Leipzig,0.9191499999999999,-0.665619,1.5226999999999995
Bundesliga,2019,a,5.2681,0.320493,5.2681,0.320493,15,3,5,0,2.9953000000000003,w,2020-05-24 13:30:00,1,0,0,3,4.947607,7.0,217,31,21.15,423,20,RasenBallsport Leipzig,0.26809999999999956,0.320493,-0.004699999999999704
Bundesliga,2019,h,0.612996,1.57339,0.612996,0.815618,3,5,2,2,0.5384,d,2020-05-27 16:30:00,0,1,0,1,-0.20262199999999997,10.894736842105264,207,19,9.5,285,30,RasenBallsport Leipzig,-1.3870040000000001,-0.42660999999999993,-0.4616
Bundesliga,2019,a,3.20866,0.803762,3.20866,0.803762,9,4,4,2,2.7018999999999997,w,2020-06-01 18:30:00,1,0,0,3,2.404898,22.916666666666668,275,12,9.482758620689655,275,29,RasenBallsport Leipzig,-0.7913399999999999,-1.1962380000000001,-0.29810000000000025
Bundesliga,2019,h,1.91324,1.274,1.91324,1.274,9,2,1,1,1.8754,d,2020-06-06 13:30:00,0,1,0,1,0.63924,8.846153846153847,230,26,12.047619047619047,253,21,RasenBallsport Leipzig,0.91324,0.274,0.8754
Bundesliga,2019,a,1.36763,1.75723,1.36763,1.75723,13,8,2,0,1.0978999999999999,w,2020-06-12 18:30:00,1,0,0,3,-0.38960000000000017,9.416666666666666,226,24,8.68,217,25,RasenBallsport Leipzig,-0.6323700000000001,1.75723,-1.9021000000000001
Bundesliga,2019,h,1.25224,0.594246,1.25224,0.594246,5,4,2,2,1.9461,d,2020-06-17 18:30:00,0,1,0,1,0.657994,11.454545454545455,126,11,29.8,447,15,RasenBallsport Leipzig,-0.74776,-1.405754,0.9460999999999999
Bundesliga,2019,h,1.03505,3.12342,1.03505,3.12342,11,10,0,2,0.23550000000000001,l,2020-06-20 13:30:00,0,0,1,0,-2.08837,12.371428571428572,433,35,14.05,281,20,RasenBallsport Leipzig,1.03505,1.1234199999999999,0.23550000000000001
Bundesliga,2019,a,1.88507,0.161187,1.88507,0.161187,6,3,2,1,2.7143,w,2020-06-27 13:30:00,1,0,0,3,1.723883,7.954545454545454,175,22,11.633333333333333,349,30,RasenBallsport Leipzig,-0.11492999999999998,-0.838813,-0.28569999999999984
Bundesliga,2019,a,1.20475,2.47615,1.20475,2.47615,2,9,2,3,0.41259999999999997,l,2019-08-17 14:30:00,0,0,1,0,-1.2714,17.379310344827587,504,29,3.838709677419355,119,31,Paderborn,-0.79525,-0.5238499999999999,0.41259999999999997
Bundesliga,2019,h,1.81166,2.38424,1.81166,1.62646,4,7,1,3,0.9357,l,2019-08-24 14:30:00,0,0,1,0,0.18520000000000003,5.5588235294117645,189,34,14.470588235294118,246,17,Paderborn,0.81166,-0.6157599999999999,0.9357
Bundesliga,2019,a,0.492299,0.996067,0.492299,0.996067,6,9,1,1,0.8404,d,2019-08-31 14:30:00,0,1,0,1,-0.503768,10.258064516129032,318,31,4.777777777777778,172,36,Paderborn,-0.507701,-0.003932999999999964,-0.15959999999999996
Bundesliga,2019,h,1.39508,1.9184,1.39508,1.9184,3,14,1,5,0.9921,l,2019-09-15 16:00:00,0,0,1,0,-0.52332,8.5,238,28,7.7407407407407405,209,27,Paderborn,0.3950800000000001,-3.0816,0.9921
Bundesliga,2019,a,1.89015,0.983173,1.89015,0.983173,8,4,1,2,2.0931,l,2019-09-21 13:30:00,0,0,1,0,0.906977,5.862068965517241,170,29,8.18918918918919,303,37,Paderborn,0.89015,-1.0168270000000001,2.0931
Bundesliga,2019,h,0.281111,3.47305,0.281111,3.47305,2,17,2,3,0.044,l,2019-09-28 13:30:00,0,0,1,0,-3.191939,16.8,420,25,9.857142857142858,207,21,Paderborn,-1.718889,0.4730500000000002,0.044
Bundesliga,2019,h,1.49293,2.63853,0.735157,1.88075,3,7,1,2,0.6251,l,2019-10-05 14:30:00,0,0,1,0,-1.1455929999999999,12.727272727272727,140,11,11.257142857142858,394,35,Paderborn,0.4929300000000001,0.6385299999999998,0.6251
Bundesliga,2019,a,0.574545,2.41631,0.574545,2.41631,2,3,0,3,0.2835,l,2019-10-20 14:30:00,0,0,1,0,-1.841765,9.28,232,25,15.708333333333334,377,24,Paderborn,0.574545,-0.5836899999999998,0.2835
Bundesliga,2019,h,0.738686,1.43646,0.738686,1.43646,3,5,2,0,0.7891999999999999,w,2019-10-26 14:30:00,1,0,0,3,-0.6977740000000001,8.875,213,24,9.636363636363637,212,22,Paderborn,-1.261314,1.43646,-2.2108
Bundesliga,2019,a,0.464343,1.89547,0.464343,1.89547,2,7,0,3,0.36229999999999996,l,2019-11-01 19:30:00,0,0,1,0,-1.431127,45.5,637,14,19.9375,319,16,Paderborn,0.464343,-1.10453,0.36229999999999996
Bundesliga,2019,h,1.20293,1.09006,0.445318,1.09006,3,17,0,1,1.4735,l,2019-11-09 14:30:00,0,0,1,0,-0.644742,6.15,123,20,12.11111111111111,327,27,Paderborn,1.20293,0.09006000000000003,1.4735
Bundesliga,2019,a,2.10743,1.9077,2.10743,1.9077,3,14,3,3,1.5543,d,2019-11-22 19:30:00,0,1,0,1,0.19972999999999996,31.857142857142858,446,14,6.0,222,37,Paderborn,-0.8925700000000001,-1.0923,0.5543
Bundesliga,2019,h,1.55563,1.79269,1.55563,1.79269,4,10,2,3,1.2272,l,2019-11-30 14:30:00,0,0,1,0,-0.23705999999999983,9.193548387096774,285,31,8.297297297297296,307,37,Paderborn,-0.44436999999999993,-1.20731,1.2272
Bundesliga,2019,a,1.51679,0.8271,1.51679,0.8271,4,10,1,0,1.9285,w,2019-12-08 17:00:00,1,0,0,3,0.6896900000000001,8.931034482758621,259,29,9.11111111111111,246,27,Paderborn,0.5167900000000001,0.8271,-1.0715
Bundesliga,2019,h,1.3758,1.79415,1.3758,1.79415,2,7,1,1,1.0756999999999999,d,2019-12-14 14:30:00,0,1,0,1,-0.41835,4.678571428571429,131,28,9.666666666666666,261,27,Paderborn,0.3757999999999999,0.7941499999999999,0.07569999999999988
Bundesliga,2019,a,0.508363,2.79858,0.508363,2.0408,4,6,0,2,0.15250000000000002,l,2019-12-18 19:30:00,0,0,1,0,-1.5324369999999998,8.605263157894736,327,38,6.702702702702703,248,37,Paderborn,0.508363,0.7985799999999998,0.15250000000000002
Bundesliga,2019,h,1.8362,1.81533,1.8362,1.81533,6,7,2,1,1.3948,w,2019-12-22 17:00:00,1,0,0,3,0.020869999999999944,19.2,192,10,8.521739130434783,196,23,Paderborn,-0.16379999999999995,0.8153300000000001,-1.6052
Bundesliga,2019,h,1.3828,2.17277,1.3828,2.17277,2,6,1,4,0.8135,l,2020-01-19 17:00:00,0,0,1,0,-0.7899699999999998,12.86111111111111,463,36,8.0,216,27,Paderborn,0.38280000000000003,-1.8272300000000001,0.8135
Bundesliga,2019,a,1.79606,1.99439,1.03829,1.99439,2,7,2,0,1.2540000000000002,w,2020-01-25 14:30:00,1,0,0,3,-0.9561000000000002,14.333333333333334,301,21,6.0,174,29,Paderborn,-0.20394,1.99439,-1.7459999999999998
Bundesliga,2019,h,1.20103,1.8251,1.20103,1.8251,4,8,2,4,0.8718999999999999,l,2020-02-02 17:00:00,0,0,1,0,-0.6240699999999999,8.222222222222221,222,27,6.483870967741935,201,31,Paderborn,-0.79897,-2.1749,0.8718999999999999
Bundesliga,2019,a,0.561041,1.02675,0.561041,1.02675,4,15,1,1,0.9095,d,2020-02-08 14:30:00,0,1,0,1,-0.46570900000000004,14.772727272727273,325,22,4.285714285714286,90,21,Paderborn,-0.438959,0.02675000000000005,-0.09050000000000002
Bundesliga,2019,h,0.920452,2.10688,0.920452,2.10688,9,3,1,2,0.5458,l,2020-02-15 14:30:00,0,0,1,0,-1.1864279999999998,9.619047619047619,202,21,7.653846153846154,199,26,Paderborn,-0.07954799999999995,0.10687999999999986,0.5458
Bundesliga,2019,a,1.47195,3.2444,1.47195,3.2444,0,19,2,3,0.3797,l,2020-02-21 19:30:00,0,0,1,0,-1.77245,32.666666666666664,392,12,6.7727272727272725,149,22,Paderborn,-0.5280499999999999,0.24440000000000017,0.3797
Bundesliga,2019,a,0.351719,0.894503,0.351719,0.894503,2,2,0,2,0.7497,l,2020-02-29 14:30:00,0,0,1,0,-0.542784,6.285714285714286,176,28,11.0,253,23,Paderborn,0.351719,-1.105497,0.7497
Bundesliga,2019,h,0.596262,2.68366,0.596262,2.68366,5,5,1,2,0.14229999999999998,l,2020-03-06 19:00:00,0,0,1,0,-2.0873980000000003,16.0625,257,16,6.606060606060606,218,33,Paderborn,-0.40373800000000004,0.6836600000000002,0.14229999999999998
Bundesliga,2019,a,0.63998,1.04877,0.63998,1.04877,1,5,0,0,0.9276,d,2020-05-16 13:30:00,0,1,0,1,-0.40879,17.333333333333332,364,21,13.583333333333334,326,24,Paderborn,0.63998,1.04877,-0.07240000000000002
Bundesliga,2019,h,0.964535,1.92541,0.964535,1.92541,0,14,1,1,0.6664,d,2020-05-23 13:30:00,0,1,0,1,-0.960875,12.258064516129032,380,31,11.5,230,20,Paderborn,-0.03546499999999997,0.9254100000000001,-0.3336
Bundesliga,2019,a,1.18949,0.501125,1.18949,0.501125,0,4,0,0,2.012,d,2020-05-27 18:30:00,0,1,0,1,0.6883649999999999,23.25,279,12,12.5,250,20,Paderborn,1.18949,0.501125,1.012
Bundesliga,2019,h,1.13973,4.4959,0.382283,4.4959,1,13,1,6,0.0604,l,2020-05-31 16:00:00,0,0,1,0,-4.113617,27.133333333333333,407,15,12.9375,207,16,Paderborn,0.1397299999999999,-1.5041000000000002,0.0604
Bundesliga,2019,a,1.274,1.91324,1.274,1.91324,2,9,1,1,0.8836,d,2020-06-06 13:30:00,0,1,0,1,-0.63924,12.047619047619047,253,21,8.846153846153847,230,26,Paderborn,0.274,0.91324,-0.11639999999999995
Bundesliga,2019,h,1.96916,3.1298,1.96916,2.37203,4,7,1,5,0.5728,l,2020-06-13 13:30:00,0,0,1,0,-0.40287000000000006,10.75,215,20,5.555555555555555,200,36,Paderborn,0.96916,-1.8702,0.5728
Bundesliga,2019,a,0.396234,1.51574,0.396234,1.51574,6,7,0,1,0.4824,l,2020-06-16 18:30:00,0,0,1,0,-1.1195060000000001,5.9411764705882355,202,34,10.28125,329,32,Paderborn,0.396234,0.5157400000000001,0.4824
Bundesliga,2019,h,0.67473,2.74581,0.67473,1.98804,3,10,1,3,0.217,l,2020-06-20 13:30:00,0,0,1,0,-1.31331,19.142857142857142,268,14,8.705882352941176,296,34,Paderborn,-0.32526999999999995,-0.2541899999999999,0.217
Bundesliga,2019,a,1.48749,1.96616,1.48749,1.96616,7,8,2,3,0.998,l,2020-06-27 13:30:00,0,0,1,0,-0.47866999999999993,18.95,379,20,6.933333333333334,208,30,Paderborn,-0.51251,-1.03384,0.998
Bundesliga,2019,a,1.01536,2.0112,1.01536,2.0112,7,14,3,1,0.6734,w,2019-08-17 14:30:00,1,0,0,3,-0.9958400000000001,21.0,378,18,11.866666666666667,178,15,Fortuna Duesseldorf,-1.98464,1.0112,-2.3266
Bundesliga,2019,h,1.12017,1.82469,1.12017,1.82469,4,7,1,3,0.832,l,2019-08-24 14:30:00,0,0,1,0,-0.7045199999999998,18.76,469,25,5.137931034482759,149,29,Fortuna Duesseldorf,0.12017000000000011,-1.17531,0.832
Bundesliga,2019,a,0.759809,1.75705,0.759809,1.75705,3,2,1,2,0.5968,l,2019-09-01 17:00:00,0,0,1,0,-0.997241,12.409090909090908,273,22,6.2272727272727275,137,22,Fortuna Duesseldorf,-0.24019100000000004,-0.24295,0.5968
Bundesliga,2019,h,0.679763,2.28602,0.679763,2.28602,4,3,1,1,0.2989,d,2019-09-13 18:30:00,0,1,0,1,-1.6062570000000003,14.904761904761905,313,21,6.888888888888889,186,27,Fortuna Duesseldorf,-0.320237,1.2860200000000002,-0.7011000000000001
Bundesliga,2019,a,1.27666,4.2854,1.27666,4.2854,5,7,1,2,0.1399,l,2019-09-22 13:30:00,0,0,1,0,-3.0087400000000004,18.4,276,15,9.823529411764707,167,17,Fortuna Duesseldorf,0.2766599999999999,2.2854,0.1399
Bundesliga,2019,h,2.01843,1.67484,2.01843,0.917139,3,2,1,2,1.6163999999999998,l,2019-09-29 13:30:00,0,0,1,0,1.1012909999999998,20.23076923076923,263,13,12.16,304,25,Fortuna Duesseldorf,1.01843,-0.3251599999999999,1.6163999999999998
Bundesliga,2019,a,1.1795,2.0219,0.421722,2.0219,2,6,1,3,0.7314,l,2019-10-04 19:30:00,0,0,1,0,-1.600178,12.608695652173912,290,23,11.181818181818182,246,22,Fortuna Duesseldorf,0.1795,-0.9781,0.7314
Bundesliga,2019,h,2.01829,0.236283,2.01829,0.236283,6,0,1,0,2.7088,w,2019-10-19 14:30:00,1,0,0,3,1.782007,11.714285714285714,246,21,14.68421052631579,279,19,Fortuna Duesseldorf,1.01829,0.236283,-0.2911999999999999
Bundesliga,2019,a,1.43646,0.738686,1.43646,0.738686,5,3,0,2,1.9379,l,2019-10-26 14:30:00,0,0,1,0,0.6977740000000001,9.636363636363637,212,22,8.875,213,24,Fortuna Duesseldorf,1.43646,-1.261314,1.9379
Bundesliga,2019,h,2.18646,1.03434,1.42868,1.03434,1,10,2,0,2.2888,w,2019-11-03 14:30:00,1,0,0,3,0.3943399999999999,8.870967741935484,275,31,6.6521739130434785,153,23,Fortuna Duesseldorf,0.18645999999999985,1.03434,-0.7111999999999998
Bundesliga,2019,a,2.06462,1.23132,1.30684,1.23132,5,3,3,3,2.07,d,2019-11-09 14:30:00,0,1,0,1,0.07552000000000003,10.185185185185185,275,27,10.2,153,15,Fortuna Duesseldorf,-0.9353799999999999,-1.76868,1.0699999999999998
Bundesliga,2019,h,0.443491,3.81728,0.443491,3.81728,3,14,0,4,0.030699999999999998,l,2019-11-23 14:30:00,0,0,1,0,-3.373789,32.38461538461539,421,13,5.565217391304348,128,23,Fortuna Duesseldorf,0.443491,-0.18272000000000022,0.030699999999999998
Bundesliga,2019,a,0.884323,2.69182,0.884323,2.69182,3,6,1,1,0.2872,d,2019-11-30 14:30:00,0,1,0,1,-1.807497,11.285714285714286,316,28,14.85,297,20,Fortuna Duesseldorf,-0.11567700000000003,1.6918199999999999,-0.7128
Bundesliga,2019,a,0.102341,3.95015,0.102341,3.95015,4,24,0,5,0.0089,l,2019-12-07 14:30:00,0,0,1,0,-3.847809,34.2,513,15,8.115384615384615,211,26,Fortuna Duesseldorf,0.102341,-1.0498500000000002,0.0089
Bundesliga,2019,h,0.263544,3.98532,0.263544,3.22755,0,10,0,3,0.018099999999999998,l,2019-12-14 17:30:00,0,0,1,0,-2.964006,65.85714285714286,461,7,9.368421052631579,178,19,Fortuna Duesseldorf,0.263544,0.9853200000000002,0.018099999999999998
Bundesliga,2019,a,0.755838,1.4601,0.755838,1.4601,0,5,0,3,0.7535000000000001,l,2019-12-17 19:30:00,0,0,1,0,-0.7042619999999999,10.866666666666667,163,15,11.714285714285714,246,21,Fortuna Duesseldorf,0.755838,-1.5399,0.7535000000000001
Bundesliga,2019,h,1.17089,1.9614,1.17089,1.9614,7,6,2,1,0.758,w,2019-12-22 14:30:00,1,0,0,3,-0.79051,16.5625,265,16,10.090909090909092,222,22,Fortuna Duesseldorf,-0.82911,0.9614,-2.242
Bundesliga,2019,h,1.0094,0.669177,1.0094,0.669177,6,6,0,1,1.631,l,2020-01-18 14:30:00,0,0,1,0,0.34022300000000005,7.290322580645161,226,31,9.565217391304348,220,23,Fortuna Duesseldorf,1.0094,-0.330823,1.631
Bundesliga,2019,a,0.710981,4.50128,0.710981,3.74351,4,13,0,3,0.0409,l,2020-01-26 17:00:00,0,0,1,0,-3.0325290000000003,14.5,377,26,6.590909090909091,145,22,Fortuna Duesseldorf,0.710981,1.5012800000000004,0.0409
Bundesliga,2019,h,0.245794,1.34897,0.245794,1.34897,1,6,1,1,0.372,d,2020-02-01 14:30:00,0,1,0,1,-1.103176,13.157894736842104,250,19,15.11111111111111,272,18,Fortuna Duesseldorf,-0.7542059999999999,0.34897,-0.628
Bundesliga,2019,a,0.697949,1.02897,0.697949,1.02897,5,1,1,1,1.0131999999999999,d,2020-02-08 14:30:00,0,1,0,1,-0.3310209999999999,11.454545454545455,252,22,18.1875,291,16,Fortuna Duesseldorf,-0.30205099999999996,0.02896999999999994,0.013199999999999878
Bundesliga,2019,h,0.804434,2.76945,0.804434,2.76945,6,5,1,4,0.2789,l,2020-02-15 17:30:00,0,0,1,0,-1.9650159999999999,12.208333333333334,293,24,14.15,283,20,Fortuna Duesseldorf,-0.19556600000000002,-1.23055,0.2789
Bundesliga,2019,a,0.873548,0.972649,0.873548,0.972649,4,3,2,0,1.293,w,2020-02-22 14:30:00,1,0,0,3,-0.099101,14.136363636363637,311,22,9.666666666666666,174,18,Fortuna Duesseldorf,-1.126452,0.972649,-1.707
Bundesliga,2019,h,1.45773,3.03938,1.45773,2.28161,7,10,3,3,0.4162,d,2020-02-28 19:30:00,0,1,0,1,-0.8238800000000002,12.681818181818182,279,22,12.583333333333334,302,24,Fortuna Duesseldorf,-1.54227,0.03937999999999997,-0.5838
Bundesliga,2019,a,1.77792,0.974089,1.77792,0.974089,9,1,1,1,2.0353,d,2020-03-08 17:00:00,0,1,0,1,0.803831,9.15,183,20,22.857142857142858,320,14,Fortuna Duesseldorf,0.77792,-0.025911000000000017,1.0352999999999999
Bundesliga,2019,h,1.04877,0.63998,1.04877,0.63998,5,1,0,0,1.7199,d,2020-05-16 13:30:00,0,1,0,1,0.40879,13.583333333333334,326,24,17.333333333333332,364,21,Fortuna Duesseldorf,1.04877,0.63998,0.7199
Bundesliga,2019,a,0.444463,2.24705,0.444463,1.48927,5,1,2,2,0.18009999999999998,d,2020-05-24 16:00:00,0,1,0,1,-1.044807,12.962962962962964,350,27,5.48,137,25,Fortuna Duesseldorf,-1.555537,0.2470500000000002,-0.8199000000000001
Bundesliga,2019,h,1.73478,0.702054,1.73478,0.702054,6,3,2,1,2.2659,w,2020-05-27 18:30:00,1,0,0,3,1.032726,7.0,140,20,20.38888888888889,367,18,Fortuna Duesseldorf,-0.26522,-0.29794600000000004,-0.7341000000000002
Bundesliga,2019,a,0.723584,3.02763,0.723584,3.02763,0,15,0,5,0.1819,l,2020-05-30 16:30:00,0,0,1,0,-2.3040459999999996,30.846153846153847,401,13,8.043478260869565,185,23,Fortuna Duesseldorf,0.723584,-1.9723700000000002,0.1819
Bundesliga,2019,h,2.46304,1.44523,1.70567,1.44523,7,1,2,2,2.1201,d,2020-06-06 13:30:00,0,1,0,1,0.26044,8.826086956521738,203,23,22.583333333333332,271,12,Fortuna Duesseldorf,0.4630399999999999,-0.55477,1.1200999999999999
Bundesliga,2019,h,0.382339,0.683609,0.382339,0.683609,2,5,0,1,0.9409,l,2020-06-13 13:30:00,0,0,1,0,-0.30127000000000004,24.238095238095237,509,21,12.478260869565217,287,23,Fortuna Duesseldorf,0.382339,-0.316391,0.9409
Bundesliga,2019,a,0.594246,1.25224,0.594246,1.25224,4,5,2,2,0.7599,d,2020-06-17 18:30:00,0,1,0,1,-0.657994,29.8,447,15,11.454545454545455,126,11,Fortuna Duesseldorf,-1.405754,-0.74776,-0.24009999999999998
